Date,Predicted_AQI
2025-04-01,110.98210220090469
2025-04-02,110.95867392996486
2025-04-03,110.93524565902501
2025-04-04,110.91181738808518
2025-04-05,110.88838911714535
2025-04-06,110.86496084620552
2025-04-07,110.84153257526569
